Campus Name,CCSF Entity,Lower Grade,Upper Grade,Grade Range,Category,Map Label,Lower Age,Upper Age,General Type,CDS Code,Campus Address,Supervisor District,County FIPS,County Name,lat_long,geometry,area,length,po_name,state,zip
Kzv Armenian School - Krouzian Zekarian Armenian School,Private,-2,8,PK-8,Independent / Private,IND259,3,13,IND,38684786913123,"825 BROTHERHOOD WAY, SAN FRANCISCO, CA 94132",7,6075,SAN FRANCISCO,"(37.7138405, -122.4783173)",POINT (-122.4783173 37.7138405),112727175.099,52755.1532284,SAN FRANCISCO,CA,94132
Lakeside Presbyterian Center For Children,Private,-2,0,PK-K,Independent / Private,IND261,3,5,IND,380500371,"201 EUCALYPTUS DR, SAN FRANCISCO, CA 94132",7,6075,SAN FRANCISCO,"(37.7307739, -122.4751968)",POINT (-122.4751968 37.7307739),112727175.099,52755.1532284,SAN FRANCISCO,CA,94132
Mercy High School,Private,9,12,9-12,Independent / Private,IND273,14,17,IND,38684786939672,"3250 19TH AVE, SAN FRANCISCO, CA 94132",7,6075,SAN FRANCISCO,"(37.7294998, -122.4735870)",POINT (-122.473587 37.7294998),112727175.099,52755.1532284,SAN FRANCISCO,CA,94132
Pomeroy Recreation And Rehabilitation Center,Private,-2,12,PK-12,Independent / Private,IND282,3,17,IND,NOT_FOUND,"207 SKYLINE BLVD, SAN FRANCISCO, CA 94132",7,6075,SAN FRANCISCO,"(37.7296410, -122.5018463)",POINT (-122.5018463 37.729641),112727175.099,52755.1532284,SAN FRANCISCO,CA,94132
Saint Stephen School,Private,0,8,K-8,Independent / Private,IND306,5,13,IND,38684786980643,"473 EUCALYPTUS DR, SAN FRANCISCO, CA 94132",7,6075,SAN FRANCISCO,"(37.7309113, -122.4776840)",POINT (-122.477684 37.7309113),112727175.099,52755.1532284,SAN FRANCISCO,CA,94132
Saint Thomas More,Private,0,8,K-8,Independent / Private,IND307,5,13,IND,38684786980650,"50 THOMAS MORE WAY, SAN FRANCISCO, CA 94132",7,6075,SAN FRANCISCO,"(37.7122993, -122.4733887)",POINT (-122.4733887 37.7122993),112727175.099,52755.1532284,SAN FRANCISCO,CA,94132
San Francisco Waldorf High School,Private,9,12,9-12,Independent / Private,IND322,14,17,IND,NOT_FOUND,"470 WEST PORTAL AVE, SAN FRANCISCO, CA 94127",7,6075,SAN FRANCISCO,"(37.7360153, -122.4711990)",POINT (-122.471199 37.7360153),112727175.099,52755.1532284,SAN FRANCISCO,CA,94132
West Portal Lutheran School,Private,0,8,K-8,Independent / Private,IND337,5,13,IND,38684786980874,"200 SLOAT BLVD, SAN FRANCISCO, CA 94132",7,6075,SAN FRANCISCO,"(37.7350922, -122.4739990)",POINT (-122.473999 37.7350922),112727175.099,52755.1532284,SAN FRANCISCO,CA,94132
Economic Opportunity Council Sf - Omi Childcare,Private,-2,-1,PK,Independent / Private,CDC030,3,4,CDC,380504445,"306 RANDOLPH ST, SAN FRANCISCO, CA 94132",11,6075,SAN FRANCISCO,"(37.7144966, -122.4655762)",POINT (-122.4655762 37.7144966),112727175.099,52755.1532284,SAN FRANCISCO,CA,94132
Everyday Magic Child Development Center,Private,-2,-1,PK,Independent / Private,CDC036,3,4,CDC,380506320,"220 MIDDLEFIELD DR, SAN FRANCISCO, CA 94132",7,6075,SAN FRANCISCO,"(37.7305717, -122.4858170)",POINT (-122.485817 37.7305717),112727175.099,52755.1532284,SAN FRANCISCO,CA,94132
Jewish Community Center San Francisco - Brotherhood Way Preschool,Private,-2,-1,PK,Independent / Private,CDC056,3,4,CDC,380500086,"655 BROTHERHOOD WAY, SAN FRANCISCO, CA 94132",7,6075,SAN FRANCISCO,"(37.7131233, -122.4752960)",POINT (-122.475296 37.7131233),112727175.099,52755.1532284,SAN FRANCISCO,CA,94132
Montessori Childrens Center,Private,-2,-1,PK,Independent / Private,CDC107,3,4,CDC,384001313,"80 JUAN BAUTISTA CIR, SAN FRANCISCO, CA 94132",7,6075,SAN FRANCISCO,"(37.7182655, -122.4809113)",POINT (-122.4809113 37.7182655),112727175.099,52755.1532284,SAN FRANCISCO,CA,94132
"Wu Yee Child Development Center - Omi (Ocean View,Merced Heights,Ingleside)",Private,-2,-1,PK,Independent / Private,CDC164,3,4,CDC,384002513,"1111 JUNIPERO SERRA BLVD, SAN FRANCISCO, CA 94132",11,6075,SAN FRANCISCO,"(37.7174644, -122.4719696)",POINT (-122.4719696 37.7174644),112727175.099,52755.1532284,SAN FRANCISCO,CA,94132
Larkin Street Youth Services Academy,SFUSD,7,12,7-12,USD County School,PS060,12,17,PS,SFUSD unknown,"134 GOLDEN GATE AVE, SAN FRANCISCO CA 94102",6,6075,SAN FRANCISCO,"(37.7822647, -122.4129868)",POINT (-122.4129868 37.7822647),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
"Muir, John Muir Elementary / Early Education",SFUSD,-2,5,PK-5,"USD PreK, Grades K-5",PS083,3,10,PS,38684786041255,"380 WEBSTER ST, San Francisco, CA 94102",5,6075,SAN FRANCISCO,"(37.7737579, -122.4286804)",POINT (-122.4286804 37.7737579),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
San Francisco County Civic Center Secondary School,SFUSD,7,12,7-12,USD County School,PS100,12,17,PS,38103893830445,"727 GOLDEN GATE AVE, San Francisco, CA 94102",5,6075,SAN FRANCISCO,"(37.7802963, -122.4229431)",POINT (-122.4229431 37.7802963),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
Tenderloin Elementary / Early Education,SFUSD,-2,5,PK-5,"USD PreK-5, Grades K-5",PS115,3,10,PS,38684786115901,"627 TURK ST, San Francisco, CA 94102",6,6075,SAN FRANCISCO,"(37.7817955, -122.4197769)",POINT (-122.4197769 37.7817955),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
Chinese American International School,Private,0,8,K-8,Independent / Private,IND227,5,13,IND,38684787021116,"150 OAK ST, SAN FRANCISCO, CA 94102",5,6075,SAN FRANCISCO,"(37.7754288, -122.4224243)",POINT (-122.4224243 37.7754288),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
Cross Cultural Family Center - Turk Street Center,Private,-2,4,PK-4,Independent / Private,IND234,3,9,IND,380506340,"201 TURK ST, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"(37.7827988, -122.4128647)",POINT (-122.4128647 37.7827988),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
De Marillac Academy,Private,4,8,4-8,Independent / Private,IND235,9,13,IND,38684787104466,"175 GOLDEN GATE AVE, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"(37.7816582, -122.4133453)",POINT (-122.4133453 37.7816582),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
French American International School,Private,0,12,K-12,Independent / Private,IND243,5,17,IND,38684786981195,"150 OAK ST, SAN FRANCISCO, CA 94102",5,6075,SAN FRANCISCO,"(37.7754555, -122.4215775)",POINT (-122.4215775 37.7754555),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
Proof School,Private,6,12,6-12,Independent / Private,IND285,11,17,IND,38684786150254,"555 POST ST, SAN FRANCISCO, CA 94102",3,6075,SAN FRANCISCO,"(37.7876549, -122.4109421)",POINT (-122.4109421 37.7876549),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
San Francisco City Academy,Private,0,8,K-8,Independent / Private,IND313,5,13,IND,38684787095755,"230 JONES ST, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"(37.7835045, -122.4122009)",POINT (-122.4122009 37.7835045),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
Walden Academy,Private,8,12,8-12,Independent / Private,IND335,13,17,IND,NOT_FOUND,"214 HAIGHT ST, SAN FRANCISCO, CA 94102",5,6075,SAN FRANCISCO,"(37.7729416, -122.4261475)",POINT (-122.4261475 37.7729416),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
C5 Childrens School - Sf City Building Center,Private,-2,-1,PK,Independent / Private,CDC008,3,4,CDC,384000654,"525 GOLDEN GATE AVE, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"(37.7811089, -122.4189224)",POINT (-122.4189224 37.7811089),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
C5 Childrens School - State Building Center,Private,-2,-1,PK,Independent / Private,CDC009,3,4,CDC,384002299,"455 GOLDEN GATE AVE, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"(37.7810402, -122.4179153)",POINT (-122.4179153 37.7810402),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
Chinese American International School,Private,-2,-1,PK,Independent / Private,CDC014,3,4,CDC,384001964,"42 WALLER ST, SAN FRANCISCO, CA 94102",5,6075,SAN FRANCISCO,"(37.7722282, -122.4242325)",POINT (-122.4242325 37.7722282),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
Compass Childrens Center,Private,-2,-1,PK,Independent / Private,CDC015,3,4,CDC,384000988,"144 LEAVENWORTH ST, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"(37.7824287, -122.4137192)",POINT (-122.4137192 37.7824287),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
Compass Clara House,Private,-2,-1,PK,Independent / Private,CDC016,3,4,CDC,384000989,"111 PAGE ST, SAN FRANCISCO, CA 94102",5,6075,SAN FRANCISCO,"(37.7737427, -122.4230423)",POINT (-122.4230423 37.7737427),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
Faces Sf Child Development Program - Hayes Valley,Private,-2,-1,PK,Independent / Private,CDC038,3,4,CDC,384002202,"305 BUCHANAN ST, SAN FRANCISCO, CA 94102",5,6075,SAN FRANCISCO,"(37.7729073, -122.4280319)",POINT (-122.4280319 37.7729073),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
Glide Family Youth And Childcare Center,Private,-2,-1,PK,Independent / Private,CDC045,3,4,CDC,384000531,"330 ELLIS ST, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"(37.7852898, -122.4116974)",POINT (-122.4116974 37.7852898),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
Marin Day School - Market Street,Private,-4,-2,INF,Independent / Private,CDC090,1,3,CDC,384001297,"1390 MARKET ST, STE 108, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"(37.7772255, -122.4173584)",POINT (-122.4173584 37.7772255),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
Marin Day School - San Francisco City Hall,Private,-2,-1,PK,Independent / Private,CDC091,3,4,CDC,384001292,"1 DR CARLTON B GOODLETT PL, RM 68, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"(37.7793236, -122.4188156)",POINT (-122.4188156 37.7793236),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
Wu Yee Child Development Center - Cadillac,Private,-2,-1,PK,Independent / Private,CDC157,3,4,CDC,384002512,"398 EDDY ST, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"(37.7840538, -122.4139404)",POINT (-122.4139404 37.7840538),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
Wu Yee Child Development Center - Golden Gate,Private,-2,-1,PK,Independent / Private,CDC160,3,4,CDC,380506088,"177 GOLDEN GATE AVE, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"(37.7816696, -122.4135590)",POINT (-122.413559 37.7816696),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
City College of San Francisco Civic Center,SFCCD,13,14,13-14,Community College District,CC02,18,19,CC,SFCCD_unknown,"1170 MARKET ST, SAN FRANCISCO, CA 94102",6,6075,SAN FRANCISCO,"(37.7795448, -122.4142990)",POINT (-122.414299 37.7795448),18740654.0256,23624.3085968,SAN FRANCISCO,CA,94102
"Lau, Gordon J. Lau Elementary / Preschool",SFUSD,-2,5,PK-5,"USD PreK, Grades K-5",PS061,3,10,PS,38684786040877,"950 CLAY ST, San Francisco, CA 94108",3,6075,SAN FRANCISCO,"(37.7943993, -122.4088058)",POINT (-122.4088058 37.7943993),7705084.55127,14174.1118291,SAN FRANCISCO,CA,94108
"Stockton, Commodore Stockton Early Education School",SFUSD,-2,4,PK-4,USD PreK/TK-4,PS110,3,9,PS,38684780117465,"1 TRENTON ST, San Francisco, CA 94108",3,6075,SAN FRANCISCO,"(37.7950821, -122.4090805)",POINT (-122.4090805 37.7950821),7705084.55127,14174.1118291,SAN FRANCISCO,CA,94108
Cathedral School For Boys,Private,0,8,K-8,Independent / Private,IND224,5,13,IND,38684786965586,"1275 SACRAMENTO ST, SAN FRANCISCO, CA 94108",3,6075,SAN FRANCISCO,"(37.7922897, -122.4134140)",POINT (-122.413414 37.7922897),7705084.55127,14174.1118291,SAN FRANCISCO,CA,94108
Ecole Notre Dame Des Victoires,Private,0,8,K-8,Independent / Private,IND238,5,13,IND,38684786981500,"659 PINE ST, SAN FRANCISCO, CA 94108",3,6075,SAN FRANCISCO,"(37.7911148, -122.4064636)",POINT (-122.4064636 37.7911148),7705084.55127,14174.1118291,SAN FRANCISCO,CA,94108
Chinatown Community Childrens Center,Private,-2,-1,PK,Independent / Private,CDC013,3,4,CDC,380505035,"979 CLAY ST, SAN FRANCISCO, CA 94108",3,6075,SAN FRANCISCO,"(37.7936096, -122.4091034)",POINT (-122.4091034 37.7936096),7705084.55127,14174.1118291,SAN FRANCISCO,CA,94108
Grace Cathederal Community Preschool,Private,-2,-1,PK,Independent / Private,CDC048,3,4,CDC,NOT_FOUND,"1100 CALIFORNIA ST, SAN FRANCISCO, CA 94108",3,6075,SAN FRANCISCO,"(37.7921829, -122.4135971)",POINT (-122.4135971 37.7921829),7705084.55127,14174.1118291,SAN FRANCISCO,CA,94108
Kai Ming Head Start - Tkl Center (Dr T Kong Lee),Private,-2,-1,PK,Independent / Private,CDC065,3,4,CDC,380505563,"952 POWELL ST, SAN FRANCISCO, CA 94108",3,6075,SAN FRANCISCO,"(37.7937202, -122.4092941)",POINT (-122.4092941 37.7937202),7705084.55127,14174.1118291,SAN FRANCISCO,CA,94108
True Sunshine Preschool Center,Private,-2,-1,PK,Independent / Private,CDC148,3,4,CDC,380504311,"777 STOCKTON ST STE 201, SAN FRANCISCO, CA 94108",3,6075,SAN FRANCISCO,"(37.7929764, -122.4078445)",POINT (-122.4078445 37.7929764),7705084.55127,14174.1118291,SAN FRANCISCO,CA,94108
Wu Yee Child Development Center - Lok Yuen,Private,-2,-1,PK,Independent / Private,CDC162,3,4,CDC,384000493,"930 STOCKTON ST, SAN FRANCISCO, CA 94108",3,6075,SAN FRANCISCO,"(37.7943649, -122.4077911)",POINT (-122.4077911 37.7943649),7705084.55127,14174.1118291,SAN FRANCISCO,CA,94108
"Lilienthal, Claire Lilienthal (3-8 Winfield Scott Campus)",SFUSD,0,8,K-8,USD Grades K-8,PS065,5,13,PS,38684786102479,"3630 DIVISADERO ST, San Francisco, CA 94123",2,6075,SAN FRANCISCO,"(37.8033600, -122.4432373)",POINT (-122.4432373 37.80336),31602774.7513,38751.4051836,SAN FRANCISCO,CA,94123
Marina Middle School,SFUSD,6,8,6-8,USD Grades 6-8,PS071,11,13,PS,38684786062061,"3500 FILLMORE ST, San Francisco, CA 94123",2,6075,SAN FRANCISCO,"(37.8018265, -122.4354782)",POINT (-122.4354782 37.8018265),31602774.7513,38751.4051836,SAN FRANCISCO,CA,94123
Sherman Elementary School,SFUSD,0,5,K-5,USD Grades K-5,PS106,5,10,PS,38684786041578,"1651 UNION ST, San Francisco, CA 94123",2,6075,SAN FRANCISCO,"(37.7978020, -122.4261169)",POINT (-122.4261169 37.797802),31602774.7513,38751.4051836,SAN FRANCISCO,CA,94123
Tule Elk Park Early Education School,SFUSD,-2,5,PK-5,USD PreK/TK-5,PS116,3,10,PS,38684780117523,"2110 GREENWICH ST, San Francisco, CA 94123",2,6075,SAN FRANCISCO,"(37.7994194, -122.4345627)",POINT (-122.4345627 37.7994194),31602774.7513,38751.4051836,SAN FRANCISCO,CA,94123
Alt School - Fort Mason,Private,0,8,K-8,Independent / Private,IND204,5,13,IND,38684786146773,"3741 BUCHANAN ST, SAN FRANCISCO, CA 94123",2,6075,SAN FRANCISCO,"(37.8045616, -122.4339066)",POINT (-122.4339066 37.8045616),31602774.7513,38751.4051836,SAN FRANCISCO,CA,94123
Amici World School,Private,1,6,1-6,Independent / Private,IND210,6,11,IND,NOT_FOUND,"3627 BRODERICK ST, SAN FRANCISCO, CA 94123",2,6075,SAN FRANCISCO,"(37.8038750, -122.4457169)",POINT (-122.4457169 37.803875),31602774.7513,38751.4051836,SAN FRANCISCO,CA,94123
Claire Lilienthal Alternative School - Scott Campus,Private,3,8,3-8,Independent / Private,IND229,8,13,IND,384000539,"3630 DIVISADERO ST, SAN FRANCISCO, CA 94118",2,6075,SAN FRANCISCO,"(37.8030357, -122.4426651)",POINT (-122.4426651 37.8030357),31602774.7513,38751.4051836,SAN FRANCISCO,CA,94123
Convent Of The Sacred Heart Elementary School,Private,0,8,K-8,Independent / Private,IND230,5,13,IND,38684786981138,"2222 BROADWAY ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7946892, -122.4338760)",POINT (-122.433876 37.7946892),31602774.7513,38751.4051836,SAN FRANCISCO,CA,94123
Convent Of The Sacred Heart High School,Private,9,12,9-12,Independent / Private,IND231,14,17,IND,38684786939540,"2222 BROADWAY ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7949181, -122.4340591)",POINT (-122.4340591 37.7949181),31602774.7513,38751.4051836,SAN FRANCISCO,CA,94123
Hamlin School,Private,0,8,K-8,Independent / Private,IND247,5,13,IND,38684786997829,"2120 BROADWAY ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7947998, -122.4324951)",POINT (-122.4324951 37.7947998),31602774.7513,38751.4051836,SAN FRANCISCO,CA,94123
Hergl School,Private,0,12,K-12,Independent / Private,IND249,5,17,IND,38684786914550,"1570 GREENWICH ST, SAN FRANCISCO, CA 94123",2,6075,SAN FRANCISCO,"(37.8003769, -122.4257202)",POINT (-122.4257202 37.8003769),31602774.7513,38751.4051836,SAN FRANCISCO,CA,94123
Saint Vincent De Paul School,Private,-2,8,K-8,Independent / Private,IND309,3,13,IND,38684786980676,"2350 GREEN ST, SAN FRANCISCO, CA 94123",2,6075,SAN FRANCISCO,"(37.7961121, -122.4378510)",POINT (-122.437851 37.7961121),31602774.7513,38751.4051836,SAN FRANCISCO,CA,94123
San Francisco Expeditionary School,Private,3,8,3-8,Independent / Private,IND315,8,13,IND,38684786147037,"2960 BROADWAY ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7931862, -122.4458923)",POINT (-122.4458923 37.7931862),31602774.7513,38751.4051836,SAN FRANCISCO,CA,94123
Stuart Hall For Boys,Private,0,8,K-8,Independent / Private,IND329,5,13,IND,38684786980759,"2222 BROADWAY ST, SAN FRANCISCO, CA 94115",2,6075,SAN FRANCISCO,"(37.7946167, -122.4342880)",POINT (-122.434288 37.7946167),31602774.7513,38751.4051836,SAN FRANCISCO,CA,94123
Marina Childrens Center,Private,-2,-1,PK,Independent / Private,CDC093,3,4,CDC,384000897,"3219 LAGUNA ST, SAN FRANCISCO, CA 94123",2,6075,SAN FRANCISCO,"(37.8007736, -122.4314880)",POINT (-122.431488 37.8007736),31602774.7513,38751.4051836,SAN FRANCISCO,CA,94123
City College of San Francisco Fort Mason Site,SFCCD,13,14,13-14,Community College District,CC05,18,19,CC,SFCCD_unknown,"2 MARINA BLVD, SAN FRANCISCO, CA 94123",2,6075,SAN FRANCISCO,"(37.8067703, -122.4318237)",POINT (-122.4318237 37.8067703),31602774.7513,38751.4051836,SAN FRANCISCO,CA,94123
Bright Horizons - 2Nd St,Private,-2,4,PK-4,Independent / Private,IND217,3,9,IND,384002149,"303 02ND ST STE 250, SAN FRANCISCO, CA 94107",6,6075,SAN FRANCISCO,"(37.7852936, -122.3955688)",POINT (-122.3955688 37.7852936),12382882.0355,26722.9849804,SAN FRANCISCO,CA,94105
Bright Horizons - Pacific Gas And Electric,Private,-2,4,1-4,Independent / Private,IND220,3,5,IND,384001513,"77 BEALE ST, SAN FRANCISCO, CA 94105",6,6075,SAN FRANCISCO,"(37.7916718, -122.3957214)",POINT (-122.3957214 37.7916718),12382882.0355,26722.9849804,SAN FRANCISCO,CA,94105
Bright Horizons - Pacific Gas And Electric,Private,-2,4,PK-K,Independent / Private,IND221,6,10,IND,380506487,"77 BEALE ST, SAN FRANCISCO, CA 94105",6,6075,SAN FRANCISCO,"(37.7917633, -122.3955917)",POINT (-122.3955917 37.7917633),12382882.0355,26722.9849804,SAN FRANCISCO,CA,94105
Youth Chance High School,Private,9,12,9-12,Independent / Private,IND339,14,17,IND,38684786204242,"169 STEUART ST, SAN FRANCISCO, CA 94105",6,6075,SAN FRANCISCO,"(37.7925186, -122.3920212)",POINT (-122.3920212 37.7925186),12382882.0355,26722.9849804,SAN FRANCISCO,CA,94105
Marin Day School - Fremont St,Private,-2,-1,PK,Independent / Private,CDC088,3,4,CDC,384001296,"199 FREMONT ST, SAN FRANCISCO, CA 94105",6,6075,SAN FRANCISCO,"(37.7898827, -122.3948898)",POINT (-122.3948898 37.7898827),12382882.0355,26722.9849804,SAN FRANCISCO,CA,94105
Marin Day School - Hills Plaza,Private,-4,-2,INF,Independent / Private,CDC089,1,3,CDC,384001299,"2 HARRISON ST, STE 150, SAN FRANCISCO, CA 94105",6,6075,SAN FRANCISCO,"(37.7898026, -122.3897552)",POINT (-122.3897552 37.7898026),12382882.0355,26722.9849804,SAN FRANCISCO,CA,94105
Marin Day School - Spear St,Private,-2,-1,PK,Independent / Private,CDC092,3,4,CDC,384001294,"101 HOWARD ST, SAN FRANCISCO, CA 94105",6,6075,SAN FRANCISCO,"(37.7908783, -122.3925247)",POINT (-122.3925247 37.7908783),12382882.0355,26722.9849804,SAN FRANCISCO,CA,94105
